title,author,average_rating,number_of_ratings,genres
Dragon Seed,Pearl S. Buck,4.08,"2,966","['Historical Fiction', 'Fiction', 'China', 'Classics', 'Asia', 'War', 'Literature']"
"Y: The Last Man, Vol. 1: Unmanned",Brian K. Vaughan,4.08,"113,657","['Graphic Novels', 'Comics', 'Science Fiction', 'Fiction', 'Graphic Novels Comics', 'Dystopia', 'Comic Book']"
Scarred for Life: A Boy's Brutal Suffering and a Man's Raging Regret,Joel Hunter Gun,4.3,10,[]
Three Graves Full,Jamie  Mason,3.22,"3,508","['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Horror']"
The Good Woman of Setzuan,Bertolt Brecht,3.67,"10,973","['Plays', 'Classics', 'Drama', 'German Literature', 'Fiction', 'School', 'Theatre']"
"The Pox Party (The Astonishing Life of Octavian Nothing, Traitor to the Nation, #1)",M.T. Anderson,3.52,"15,006","['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'Teen', 'Fantasy', 'Audiobook']"
The Love Connection,Michael R. Mundy,4,1,[]
"Ship of Magic (Liveship Traders, #1)",Robin Hobb,4.19,"76,546","['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Adult', 'Adventure', 'Science Fiction Fantasy']"
"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,4.11,"98,387","['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Mythology', 'Paranormal Romance', 'Urban Fantasy']"
"The King's Scrolls (Ilyon Chronicles, #2)",Jaye L. Knight,4.54,717,"['Fantasy', 'Christian Fiction', 'Christian', 'Christian Fantasy', 'Adventure', 'Fiction', 'Young Adult']"
Half-Blood (Ilyon Chronicles #0.5),Jaye L. Knight,4.5,454,"['Fantasy', 'Christian', 'Christian Fiction', 'Young Adult', 'Christian Fantasy', 'Fiction', 'Adventure']"
The Minds of Billy Milligan,Daniel Keyes,4.3,"24,592","['Nonfiction', 'Psychology', 'Biography', 'True Crime', 'Crime', 'Thriller', 'Mental Health']"
Knowing People: The Personal Use of Social Psychology,Michael J. Lovaglia,4.19,16,"['Psychology', 'Nonfiction']"
"Feral Sins (The Phoenix Pack, #1)",Suzanne Wright,4.02,"52,851","['Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Shapeshifters', 'Werewolves', 'Erotica']"
"Hunter (The Hunter Saga, #1)",Sarai Henderson,3.79,47,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Young Adult Paranormal']"
"The World of Lights (The Beginning, #1)",E.N. Nasimi,4.69,16,[]
"Crossroads of Twilight (The Wheel of Time, #10)",Robert Jordan,3.79,"114,522","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic']"
Verse for Ages,Colleen Thatcher,4.72,61,['Poetry']
"The Way of Shadows (Night Angel, #1)",Brent Weeks,4.15,"162,390","['Fantasy', 'Fiction', 'Epic Fantasy', 'Magic', 'High Fantasy', 'Adventure', 'Adult']"
Glimpse Spirit vol. 6,Lisa Mathisen,4.23,144,"['Modern', 'Christian', '21st Century']"
The Female of the Species,Mindy McGinnis,4.16,"34,530","['Young Adult', 'Contemporary', 'Fiction', 'Mystery', 'Thriller', 'Feminism', 'Audiobook']"
Loyalty and Deceit,Beanie Sigel,4.2,15,[]
The Divinity Bureau,Tessa Clare,4.02,81,"['Dystopia', 'Romance', 'Science Fiction', 'Young Adult', 'Fiction', 'Urban Fantasy']"
"Lila (Gilead, #3)",Marilynne Robinson,3.95,"31,912","['Fiction', 'Historical Fiction', 'Literary Fiction', 'Novels', 'Literature', 'Religion', 'Audiobook']"
The Watchmaker's Doctor,G.M.T. Schuilling,4.05,170,"['Time Travel', 'Young Adult', 'Fantasy', 'Science Fiction', 'Novella']"
Good-Bye Def Leppard: I'll Miss Those Jeans,Stef Kramer,3.92,369,"['Romance', 'New Adult', 'Young Adult', 'Love Story', 'Contemporary', 'Teen', 'Fiction']"
Good Night Stories for Rebel Girls: 100 Tales of Extraordinary Women,Elena Favilli,4.33,"39,073","['Nonfiction', 'Feminism', 'Short Stories', 'Childrens', 'Biography', 'History', 'Middle Grade']"
"Running Blind (Jack Reacher, #4)",Lee Child,4.12,"100,244","['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Action', 'Mystery Thriller']"
"Flooded (Beautiful but Strange, #1)",J.J. Sorel,4.08,126,"['Romance', 'Contemporary']"
The Art Dealer's Wife,Joe Hilley,4.41,37,['Fiction']
Sunan Abu Dawud,أبو داود السجستاني,4.58,96,"['Religion', 'Islam']"
The Pale Blue Eye,Louis Bayard,3.78,"8,067","['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Thriller', 'Historical Mystery', 'Mystery Thriller']"
"Peril at End House (Hercule Poirot, #8)",Agatha Christie,3.99,"60,564","['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Audiobook']"
"When the children return (Children of the Eye, #2)",Barry Kirwan,4.28,466,"['Drama', 'Epic', 'Fiction', 'Contemporary']"
Mindfulness for Beginners: Reclaiming the Present Moment―and Your Life,Jon Kabat-Zinn,3.77,"7,773","['Nonfiction', 'Self Help', 'Psychology', 'Spirituality', 'Audiobook', 'Buddhism', 'Philosophy']"
Room on the Broom,Julia Donaldson,4.45,"21,740","['Picture Books', 'Halloween', 'Childrens', 'Fiction', 'Animals', 'Fantasy', 'Witches']"
Invisible Influence: The Hidden Forces that Shape Behavior,Jonah Berger,3.68,"3,235","['Psychology', 'Nonfiction', 'Business', 'Science', 'Self Help', 'Sociology', 'Leadership']"
Eat and Run: My Unlikely Journey to Ultramarathon Greatness,Scott Jurek,4.02,"34,629","['Nonfiction', 'Sports', 'Health', 'Memoir', 'Biography', 'Fitness', 'Food']"
A Touch of Innocence (Touch #1),Julie Mannino,4.38,8,"['M M Romance', 'Fantasy', 'Fae', 'Poverty', 'Paranormal', 'Dark Fantasy']"
The Book of Dragons,E. Nesbit,3.85,"3,487","['Fantasy', 'Dragons', 'Fiction', 'Classics', 'Short Stories', 'Childrens', 'Middle Grade']"
Acts of Faith,Philip Caputo,3.93,"1,814","['Fiction', 'Africa', 'Historical Fiction', 'Sudan', 'War', 'Novels', 'Literature']"
Not Even a Hint: Guarding Your Heart Against Lust,Joshua Harris,4.01,"3,153","['Christian', 'Christian Living', 'Nonfiction', 'Christianity', 'Relationships', 'Theology', 'Religion']"
In Your Eyes,Adelle Laudan,3.63,27,['Romance']
The Poor Mouth,Flann O'Brien,4.07,"2,598","['Fiction', 'Irish Literature', 'Ireland', 'Humor', 'Classics', 'Novels', '20th Century']"
Dianetics: The Modern Science of Mental Health,L. Ron Hubbard,2.41,"3,245","['Religion', 'Nonfiction', 'Philosophy', 'Psychology', 'Self Help', 'Science', 'Cults']"
Chill Factor,Sandra       Brown,4.02,"23,397","['Romance', 'Mystery', 'Romantic Suspense', 'Suspense', 'Thriller', 'Fiction', 'Mystery Thriller']"
Harris and Me,Gary Paulsen,4.21,"5,570","['Fiction', 'Young Adult', 'Humor', 'Realistic Fiction', 'Middle Grade', 'Childrens', 'Historical Fiction']"
"Here, Home, Hope",Kaira Rouda,3.4,"1,325","['Chick Lit', 'Fiction', 'Contemporary', 'Adult', 'Womens Fiction', 'Adult Fiction', 'Realistic Fiction']"
The First American: The Life and Times of Benjamin Franklin,H.W. Brands,4.09,"21,795","['Biography', 'History', 'Nonfiction', 'American History', 'American Revolution', 'Politics', 'Biography Memoir']"
"Stone of Tears (Sword of Truth, #2)",Terry Goodkind,4.1,"110,495","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']"
Crazy Love: Overwhelmed by a Relentless God,Francis Chan,4.16,"176,836","['Christian', 'Nonfiction', 'Christianity', 'Faith', 'Christian Living', 'Religion', 'Theology']"
The King's Agent,Donna Russo Morin,3.93,"14,071","['Historical Fiction', 'Historical', 'Italy', 'Fiction', 'Fantasy', '16th Century', 'France']"
Sobre héroes y tumbas,Ernesto Sábato,4.27,"11,430","['Fiction', 'Classics', 'Spanish Literature', 'Latin American', 'Novels', 'Literature', 'Latin American Literature']"
An Ordinary Man: An Autobiography,Paul Rusesabagina,4.18,"6,445","['Nonfiction', 'Africa', 'Biography', 'Memoir', 'History', 'Rwanda', 'Autobiography']"
"The Duke and I (Bridgertons, #1)",Julia Quinn,3.81,"410,543","['Romance', 'Historical Romance', 'Historical Fiction', 'Historical', 'Fiction', 'Audiobook', 'Adult']"
Votive Mass of the Divine Heart of God the Father: Texts and Lectionary,Apostolate of the Divine Heart,3.75,4,[]
"Brookhaven (Web of Fate, #1)",J.C. Eggleton,4,34,['Dystopia']
At Swim-Two-Birds,Flann O'Brien,3.87,"12,825","['Fiction', 'Classics', 'Ireland', 'Irish Literature', 'Novels', 'Humor', 'Literature']"
"Five Little Pigs (Hercule Poirot, #25)",Agatha Christie,4.03,"65,550","['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Audiobook']"
Being and Nothingness,Jean-Paul Sartre,3.98,"30,076","['Philosophy', 'Nonfiction', 'Classics', 'France', 'Psychology', 'Theory', 'French Literature']"
"Eragon & Eldest (Inheritance, #1-2)",Christopher Paolini,4.31,"25,951","['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Magic', 'Adventure', 'Teen']"
Far Tortuga,Peter Matthiessen,3.93,"1,155","['Fiction', 'Novels', 'Travel', 'Literature', 'Literary Fiction', 'Adventure', 'Classics']"
Twerking Cruxes and a Cloaked Visage,Kemka Ezinwo,4.73,15,[]
Acide sulfurique,Amélie Nothomb,3.59,"9,161","['Fiction', 'France', 'Dystopia', 'Science Fiction', 'French Literature', 'Contemporary', 'Roman']"
"The Unwanteds (Unwanteds, #1)",Lisa McMann,4.12,"38,131","['Fantasy', 'Middle Grade', 'Young Adult', 'Dystopia', 'Fiction', 'Magic', 'Adventure']"
Fears of Darkness,J.M. Northup,4.29,35,[]
The Wet Woman,Alejandra Díaz Mattoni,3.94,18,[]
"There's No Crying in Rock-n-Roll (Guitar Face, #2)",Sasha Marshall,4.53,381,"['Romance', 'Music', 'Adult', 'Contemporary Romance', 'Humor', 'Contemporary', 'Amazon']"
That's Not the Wind Out In the Trees: A Collection of Short Stories by Buster Wellman,Buster Wellman,3.95,19,['Horror']
"Conspiracy (The Keeper, #6)",O.L. Ramos,4.62,26,[]
Internal  Conflict,E.A. Stripling,4.39,23,"['Contemporary', 'Romance']"
Angels at the Gate,T.K. Thorne,4.24,153,"['Historical Fiction', 'Fiction', 'New Adult', 'Historical']"
Lost in the River of Grass,Ginny Rorby,3.88,"1,463","['Young Adult', 'Survival', 'Adventure', 'Realistic Fiction', 'Fiction', 'Middle Grade', 'Contemporary']"
Decision Points,George W. Bush,3.8,"40,035","['Biography', 'Nonfiction', 'Politics', 'History', 'Memoir', 'Presidents', 'Autobiography']"
"Queen Song (Red Queen, #0.1)",Victoria Aveyard,3.81,"26,807","['Fantasy', 'Young Adult', 'Dystopia', 'Novella', 'Short Stories', 'Fiction', 'Romance']"
Operation Sunset (Alex Hoffmann #5),Leslie Wolfe,4.41,771,"['Thriller', 'Amazon', 'Fiction', 'Action']"
Something There In Between,S.   Ferguson,4.01,408,"['Romance', 'Dark', 'Contemporary Romance', 'Contemporary', 'Abuse', 'Adult Fiction']"
"Live to Tell (Detective D.D. Warren, #4)",Lisa Gardner,4.19,"39,287","['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook']"
The Karma Code,Daniel Davidsohn,3.56,271,[]
The Dark Side of Honor: A Jack Dublin Novel,S.T. Phillips,4.5,12,[]
The Perennial Wanderer: An American in the World,Steven D. Orr,4.18,117,"['Inspirational', 'Travel', '21st Century', 'Drama', 'Adventure']"
I Am Funny Like That: A Funny Look At Life,Helen C. Escott,4.17,133,"['Humor', '21st Century', 'Short Stories', 'New Adult']"
Enochi: 3 of Light,Syquan Perrett,4.6,5,[]
"Self Growth (Life's Path, #1)",Ron Millicent,4.26,117,"['Psychology', 'Novels', 'Inspirational', 'Contemporary', 'Adult', 'Self Help']"
Toute la lumière que nous ne pouvons voir,Anthony Doerr,4.32,"1,446,463","['Historical Fiction', 'Fiction', 'Historical', 'War', 'World War II', 'Audiobook', 'Adult']"
Société,Alexander Helas,4.28,385,"['Fiction', 'Adult', 'New Adult', 'Contemporary', 'Adventure', 'Young Adult', 'Novels']"
Funny in Farsi: A Memoir of Growing Up Iranian in America,Firoozeh Dumas,3.82,"24,614","['Memoir', 'Nonfiction', 'Humor', 'Biography', 'Iran', 'Biography Memoir', 'Autobiography']"
Goodpoint,Roberto F. Canducci,3.57,30,['Fiction']
"Dead or Alive (Jack Ryan Jr, #2; Jack Ryan Universe, #13)",Tom Clancy,3.87,"17,688","['Fiction', 'Thriller', 'Action', 'Espionage', 'Military Fiction', 'Adventure', 'Mystery Thriller']"
"In Good Faith (Joe Dillard, #2)",Scott Pratt,4.21,"19,673","['Mystery', 'Fiction', 'Legal Thriller', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller']"
"Blue Lily, Lily Blue (The Raven Cycle, #3)",Maggie Stiefvater,4.27,"153,424","['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Fiction', 'Magic', 'Urban Fantasy']"
Fifty-one Shades: A Parody,Andrew Shaffer,3.53,"4,005","['Humor', 'Romance', 'Fiction', 'Comedy', 'Contemporary', 'Adult', 'Adult Fiction']"
Life is Big,Kiki Denis,4.17,24,[]
"Flaggermusmannen (Harry Hole, #1)",Jo Nesbø,3.56,"109,554","['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Detective', 'Audiobook']"
When No One Is Watching,Alyssa Cole,3.52,"80,056","['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Horror', 'Contemporary']"
"The Angel's Game (The Cemetery of Forgotten Books, #2)",Carlos Ruiz Zafón,3.98,"150,452","['Fiction', 'Historical Fiction', 'Mystery', 'Fantasy', 'Spain', 'Books About Books', 'Magical Realism']"
Arising Son: Part One (The Guardians of the Temple Saga),Marie Montine,4.29,392,['Contemporary']
The Family Nobody Wanted,Helen Grigsby Doss,4.31,"1,584","['Nonfiction', 'Adoption', 'Biography', 'Memoir', 'Family', 'Biography Memoir', 'Classics']"
Competitive Strategy: Techniques for Analyzing Industries and Competitors,Michael E. Porter,4.16,"16,092","['Business', 'Management', 'Nonfiction', 'Economics', 'Finance', 'Entrepreneurship', 'Buisness']"
Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,4.47,"255,439","['Business', 'Biography', 'Nonfiction', 'Memoir', 'Sports', 'Audiobook', 'Autobiography']"
"UNSUB (UNSUB, #1)",Meg Gardiner,4.06,"11,465","['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Crime', 'Suspense', 'Audiobook']"
EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches,Dave Ramsey,4.19,"13,094","['Business', 'Leadership', 'Nonfiction', 'Self Help', 'Entrepreneurship', 'Finance', 'Personal Development']"
Multipliers: How the Best Leaders Make Everyone Smarter,Greg McKeown,3.99,"11,706","['Leadership', 'Business', 'Nonfiction', 'Management', 'Self Help', 'Personal Development', 'Buisness']"
Dark Eyes: White Lies,M.R. Noble,4.3,487,['Fantasy']
The Denial of Death,Ernest Becker,4.11,"11,728","['Philosophy', 'Psychology', 'Nonfiction', 'Death', 'Self Help', 'Science', 'Sociology']"
ابتسم,عائض القرني,3.69,"1,007","['Islam', 'Nonfiction']"
"Beginner's Luck (Hallie Palmer, #1)",Laura Pedersen,3.87,546,"['Fiction', 'Young Adult', 'Chick Lit', 'Coming Of Age', 'Contemporary', 'Adult Fiction', 'Adult']"
Going Green Without Going Broke,"Diedra ""DD"" Holley",4.5,10,"['Nonfiction', 'Environment']"
"Evergreen (Werner Family Saga, #1)",Belva Plain,4.01,"27,393","['Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Adult Fiction', 'Jewish', 'Novels']"
Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,Elisabeth Elliot,4.13,"19,141","['Christian', 'Nonfiction', 'Christianity', 'Christian Living', 'Relationships', 'Marriage', 'Faith']"
The Way of Zen,Alan W. Watts,4.16,"20,119","['Philosophy', 'Nonfiction', 'Buddhism', 'Spirituality', 'Religion', 'Zen', 'Self Help']"
Messages from the Masters: Tapping into the Power of Love,Brian L. Weiss,4.33,"5,490","['Spirituality', 'Nonfiction', 'New Age', 'Psychology', 'Self Help', 'Philosophy', 'Metaphysics']"
Scat,Carl Hiaasen,3.96,"19,827","['Mystery', 'Young Adult', 'Fiction', 'Middle Grade', 'Realistic Fiction', 'Humor', 'Animals']"
Young Men and Fire,Norman Maclean,4.06,"5,964","['Nonfiction', 'History', 'Nature', 'Adventure', 'Biography', 'Science', 'Memoir']"
Borstal Boy,Brendan Behan,4.01,"2,597","['Irish Literature', 'Biography', 'Nonfiction', 'Ireland', 'Memoir', 'Autobiography', 'Banned Books']"
Around the World in 80 Days,Marian Leighton,4.01,"6,088","['Classics', 'Fiction', 'Adventure', 'Childrens', 'Science Fiction', 'Historical Fiction', 'Travel']"
Fugitive Pieces,Anne Michaels,3.91,"15,681","['Fiction', 'Historical Fiction', 'Canada', 'War', 'Holocaust', 'Historical', 'World War II']"
"Outcasts United: A Refugee Team, an American Town",Warren St. John,3.84,"7,971","['Nonfiction', 'Sports', 'Soccer', 'Biography', 'School', 'War', 'Sociology']"
The Westward Journey of the Nebraskan Wind,Gary D. Henry,4.6,5,[]
The Seven Basic Plots: Why We Tell Stories,Christopher Booker,3.78,"1,488","['Writing', 'Nonfiction', 'Literature', 'Books About Books', 'Literary Criticism', 'Reference', 'Language']"
Serenad,Zülfü Livaneli,4.38,"15,276","['Turkish Literature', 'Fiction', 'Turkish', 'Historical Fiction', 'Roman', 'Novels', 'Audiobook']"
David Copperfield,Malvina G. Vogel,4.06,"1,347","['Classics', 'Fiction', 'Childrens', 'Historical Fiction', 'Literature', 'Tragedy', 'Middle Grade']"
"A Christmas Proposal (Hidden Threat, #1.5)",Sherri Hayes,3.8,109,"['Romance', 'Christmas', 'Adult', 'Short Stories', 'Contemporary', 'Contemporary Romance']"
"Bright White Darkness, New York Shift",A.G. Betts,5,2,[]
Dream Walker,Denise Harvey,3.5,2,[]
Snow in July,Kim Iverson Headlee,3.88,105,"['Historical', 'Paranormal', 'Fiction', 'Historical Fiction', 'Fantasy', 'Romance', 'Historical Romance']"
Alone... You're Not,serenity finlay,4.33,6,[]
The Sunflower: On the Possibilities and Limits of Forgiveness,Simon Wiesenthal,4.12,"8,623","['Nonfiction', 'Holocaust', 'Philosophy', 'History', 'Religion', 'Memoir', 'World War II']"
My Name Is Memory,Ann Brashares,3.71,"32,469","['Romance', 'Fiction', 'Fantasy', 'Young Adult', 'Historical Fiction', 'Time Travel', 'Chick Lit']"
"Klondike: The Last Great Gold Rush, 1896-1899",Pierre Berton,4.22,807,"['History', 'Nonfiction', 'Canada', 'Adventure', 'American History', 'Historical', 'Geology']"
"Twisted (Sinister Tales, #2)",Anna Gallegos,4.5,52,['Horror']
Our Sister Killjoy,Ama Ata Aidoo,3.87,"1,208","['Fiction', 'Africa', 'Poetry', 'Ghana', 'African Literature', 'Feminism', 'School']"
The High House (Evenmere Chronicles #1),James Stoddard,4.09,587,"['Fantasy', 'Fiction', 'Horror', 'High Fantasy', 'Magical Realism', 'Science Fiction', 'Literature']"
Mr. Popper's Penguins,Richard Atwater,3.97,"70,557","['Childrens', 'Fiction', 'Classics', 'Animals', 'Middle Grade', 'Humor', 'Young Adult']"
The Kingdom of This World,Alejo Carpentier,3.78,"6,220","['Fiction', 'Magical Realism', 'Historical Fiction', 'Classics', 'Latin American', 'Spanish Literature', 'Literature']"
The Sailweaver's Son (Sky Riders of Etherium Book 1),Jeff Minerd,4.26,42,"['Fantasy', 'Young Adult', 'Steampunk', 'Science Fiction']"
From The Shadows (Blaze #1),David    Carter,4.34,73,['Crime']
"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.61,"541,000","['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Young Adult Fantasy', 'LGBT', 'Magic']"
"Stars Above (The Lunar Chronicles, #4.5)",Marissa Meyer,4.17,"86,893","['Fantasy', 'Young Adult', 'Science Fiction', 'Retellings', 'Short Stories', 'Romance', 'Dystopia']"
Legion,William Peter Blatty,3.71,"10,678","['Horror', 'Fiction', 'Mystery', 'Thriller', 'Paranormal', 'Fantasy', 'Crime']"
Return to the Castle (Castle of Mysteries #2),Julie-Anne Gamble,4.8,5,[]
